"idobservation","nomedevice","tempo1","tempo2","tempo3","timestamp_column","valorteste"
3821821,"Images",0.317388,0.001535,0.058452,"2024-09-26 17:16:44",NULL
3813773,"Images",0.259490,0.000883,0.038593,"2024-09-26 14:47:17",NULL
3815242,"Images",0.224386,0.000852,0.042207,"2024-09-26 15:14:49",NULL
3833696,"Images",0.317700,0.000884,0.040870,"2024-09-26 20:56:52",NULL
3807626,"Images",0.379501,0.000886,0.069324,"2024-09-26 12:53:02",NULL
3816892,"Images",0.262229,0.000557,0.039602,"2024-09-26 15:45:36",NULL
3815725,"Images",0.259168,0.000877,0.040519,"2024-09-26 15:23:51",NULL
3808228,"Images",0.403163,0.001005,0.068595,"2024-09-26 13:04:01",NULL
3836791,"Images",0.262987,0.017036,0.039375,"2024-09-26 21:54:23",NULL
3827277,"Images",0.242366,0.000164,0.035502,"2024-09-26 18:57:48",NULL
3827576,"Images",0.245461,0.000558,0.054192,"2024-09-26 19:03:19",NULL
3814777,"Images",0.279276,0.000897,0.041746,"2024-09-26 15:06:05",NULL
3831500,"Images",0.223397,0.016653,0.027733,"2024-09-26 20:16:04",NULL
3815736,"Images",0.337130,0.000908,0.048277,"2024-09-26 15:24:03",NULL
3831846,"Images",0.284754,0.000893,0.035745,"2024-09-26 20:22:29",NULL
3833778,"Images",0.259782,0.000878,0.039283,"2024-09-26 20:58:23",NULL
3816650,"Images",0.240186,0.000162,0.029171,"2024-09-26 15:41:05",NULL
3827815,"Images",0.257129,0.000169,0.038542,"2024-09-26 19:07:46",NULL
3822475,"Images",0.257987,0.000169,0.023876,"2024-09-26 17:28:51",NULL
3830652,"Images",0.258842,0.000896,0.046746,"2024-09-26 20:00:14",NULL
3821518,"Images",0.242241,0.000891,0.039145,"2024-09-26 17:11:11",NULL
3824032,"Images",0.297071,0.000879,0.040742,"2024-09-26 17:57:47",NULL
3837551,"Images",0.284675,0.011996,0.023127,"2024-09-26 22:08:28",NULL
3819337,"Images",0.337806,0.000897,0.044181,"2024-09-26 16:30:56",NULL
3838319,"Images",0.281398,0.000912,0.038005,"2024-09-26 22:22:40",NULL
3836078,"Images",0.277644,0.000883,0.040109,"2024-09-26 21:41:13",NULL
3822478,"Images",0.317361,0.000877,0.046200,"2024-09-26 17:28:54",NULL
3807118,"Images",0.405334,0.000927,0.033876,"2024-09-26 12:43:41",NULL
3812563,"Images",0.298746,0.000879,0.042565,"2024-09-26 14:24:53",NULL
3817774,"Images",0.317916,0.000895,0.038821,"2024-09-26 16:01:55",NULL
3813156,"Images",0.337019,0.000914,0.041331,"2024-09-26 14:35:50",NULL
3822069,"Images",0.238004,0.000167,0.021823,"2024-09-26 17:21:21",NULL
3813061,"Images",0.259658,0.000875,0.042227,"2024-09-26 14:34:05",NULL
3811337,"Images",0.262615,0.000174,0.024407,"2024-09-26 14:01:53",NULL
3814278,"Images",0.277548,0.000164,0.022865,"2024-09-26 14:56:44",NULL
3834346,"Images",0.318323,0.000895,0.040533,"2024-09-26 21:08:56",NULL
3832920,"Images",0.326229,0.000904,0.034864,"2024-09-26 20:42:27",NULL
3826376,"Images",0.304085,0.000898,0.035135,"2024-09-26 18:41:08",NULL
3810117,"Images",0.218711,0.000736,0.041139,"2024-09-26 13:39:09",NULL
3817979,"Images",0.259506,0.000905,0.039294,"2024-09-26 16:05:46",NULL
3809678,"Images",0.296614,0.000888,0.266921,"2024-09-26 13:31:00",NULL
3821659,"Images",0.277521,0.000166,0.025766,"2024-09-26 17:13:46",NULL
3813291,"Images",0.298058,0.000876,0.041734,"2024-09-26 14:38:21",NULL
3830830,"Images",0.259218,0.000882,0.039100,"2024-09-26 20:03:33",NULL
3837901,"Images",0.317517,0.000896,0.038789,"2024-09-26 22:14:54",NULL
3811976,"Images",0.276994,0.000893,0.040051,"2024-09-26 14:13:52",NULL
3811720,"Images",0.222556,0.000582,0.039110,"2024-09-26 14:09:04",NULL
3831354,"Images",0.299291,0.000169,0.022788,"2024-09-26 20:13:20",NULL
3831816,"Images",0.279368,0.000914,0.050183,"2024-09-26 20:21:55",NULL
3822956,"Images",0.278885,0.000932,0.048366,"2024-09-26 17:37:46",NULL
3819019,"Images",0.259095,0.000926,0.038854,"2024-09-26 16:25:04",NULL
3835751,"Images",0.298752,0.000166,0.026998,"2024-09-26 21:35:10",NULL
3837246,"Images",0.284632,0.000881,0.030833,"2024-09-26 22:02:49",NULL
3812778,"Images",0.319133,0.000942,0.041235,"2024-09-26 14:28:51",NULL
3828587,"Images",0.259024,0.000918,0.100604,"2024-09-26 19:22:01",NULL
3819370,"Images",0.264590,0.000887,0.032654,"2024-09-26 16:31:33",NULL
3831200,"Images",0.297778,0.000986,0.040095,"2024-09-26 20:10:29",NULL
3831595,"Images",0.241337,0.000166,0.025346,"2024-09-26 20:17:49",NULL
3815308,"Images",0.297607,0.000875,0.046834,"2024-09-26 15:16:03",NULL
3816548,"Images",0.240197,0.000899,0.041739,"2024-09-26 15:39:12",NULL
3838278,"Images",0.297153,0.000902,0.051898,"2024-09-26 22:21:54",NULL
3836256,"Images",0.277707,0.000881,0.039642,"2024-09-26 21:44:29",NULL
3820013,"Images",0.224234,0.000879,0.037477,"2024-09-26 16:43:27",NULL
3821939,"Images",0.296381,0.000577,0.023356,"2024-09-26 17:18:56",NULL
3822196,"Images",0.259004,0.000898,0.053814,"2024-09-26 17:23:42",NULL
3831795,"Images",0.258711,0.000879,0.048330,"2024-09-26 20:21:33",NULL
3807923,"Images",0.297457,0.000907,0.039874,"2024-09-26 12:58:22",NULL
3813130,"Images",0.277689,0.000892,0.041893,"2024-09-26 14:35:22",NULL
3819870,"Images",0.316847,0.000566,0.025167,"2024-09-26 16:40:48",NULL
3824708,"Images",0.279336,0.000892,0.037725,"2024-09-26 18:10:19",NULL
3808531,"Images",0.280728,0.000904,0.056736,"2024-09-26 13:09:42",NULL
3823125,"Images",0.278530,0.000895,0.044458,"2024-09-26 17:40:54",NULL
3820709,"Images",0.277528,0.000877,0.038948,"2024-09-26 16:56:13",NULL
3833005,"Images",0.564659,0.012971,0.026605,"2024-09-26 20:44:01",NULL
3810067,"Images",0.284926,0.012977,0.024120,"2024-09-26 13:38:14",NULL
3815843,"Images",0.281958,0.000877,0.035536,"2024-09-26 15:26:03",NULL
3807138,"Images",0.417451,0.042388,0.083774,"2024-09-26 12:44:03",NULL
3821635,"Images",0.259353,0.000166,0.027327,"2024-09-26 17:13:19",NULL
3825083,"Images",0.262009,0.000890,0.034631,"2024-09-26 18:17:14",NULL
3817259,"Images",0.283593,0.000553,0.038178,"2024-09-26 15:52:24",NULL
3815712,"Images",0.258721,0.000916,0.039036,"2024-09-26 15:23:36",NULL
3835326,"Images",0.277932,0.000898,0.041971,"2024-09-26 21:27:15",NULL
3812201,"Images",0.319677,0.000899,0.041183,"2024-09-26 14:18:06",NULL
3837010,"Images",0.258928,0.000959,0.045384,"2024-09-26 21:58:26",NULL
3838624,"Images",0.302531,0.000548,0.037742,"2024-09-26 22:28:17",NULL
3824047,"Images",0.258905,0.000878,0.040582,"2024-09-26 17:58:02",NULL
3835874,"Images",0.281543,0.000255,0.023178,"2024-09-26 21:37:26",NULL
3835346,"Images",0.278099,0.000895,0.038672,"2024-09-26 21:27:37",NULL
3837656,"Images",0.239066,0.000883,0.040428,"2024-09-26 22:10:24",NULL
3830888,"Images",0.279265,0.000883,0.039824,"2024-09-26 20:04:39",NULL
3828359,"Images",0.258766,0.000966,0.041012,"2024-09-26 19:17:48",NULL
3816658,"Images",0.317744,0.000903,0.041192,"2024-09-26 15:41:15",NULL
3823233,"Images",0.304126,0.000880,0.031976,"2024-09-26 17:42:59",NULL
3808587,"Images",0.258693,0.000854,0.047007,"2024-09-26 13:10:45",NULL
3834442,"Images",0.450197,0.008972,0.037283,"2024-09-26 21:10:42",NULL
3832352,"Images",0.341413,0.000884,0.072689,"2024-09-26 20:31:49",NULL
3824767,"Images",0.278433,0.000888,0.045633,"2024-09-26 18:11:23",NULL
3829133,"Images",0.283918,0.013023,0.044142,"2024-09-26 19:32:07",NULL
3832547,"Images",0.260058,0.000881,0.039235,"2024-09-26 20:35:29",NULL
3828601,"Images",0.239620,0.000162,0.024537,"2024-09-26 19:22:16",NULL
3832438,"Images",0.261093,0.000914,0.039179,"2024-09-26 20:33:26",NULL
3817825,"Images",0.276808,0.000599,0.022736,"2024-09-26 16:02:53",NULL
3814648,"Images",0.258382,0.000170,0.026999,"2024-09-26 15:03:41",NULL
3808074,"Images",0.298879,0.000928,0.043041,"2024-09-26 13:01:09",NULL
3831177,"Images",0.297383,0.000914,0.065834,"2024-09-26 20:10:02",NULL
3837569,"Images",0.277188,0.000894,0.045461,"2024-09-26 22:08:48",NULL
3820159,"Images",0.316472,0.000891,0.039761,"2024-09-26 16:46:07",NULL
3837711,"Images",0.246865,0.000551,0.041063,"2024-09-26 22:11:24",NULL
3835173,"Images",0.279923,0.000891,0.041906,"2024-09-26 21:24:25",NULL
3835376,"Images",0.296747,0.001173,0.039001,"2024-09-26 21:28:11",NULL
3814768,"Images",0.262027,0.000165,0.022652,"2024-09-26 15:05:55",NULL
3817102,"Images",0.276444,0.000560,0.031817,"2024-09-26 15:49:28",NULL
3813164,"Images",0.400678,0.000167,0.023839,"2024-09-26 14:36:00",NULL
3808395,"Images",0.278987,0.000891,0.040996,"2024-09-26 13:07:09",NULL
3817410,"Images",0.285428,0.000876,0.032604,"2024-09-26 15:55:11",NULL
3811352,"Images",0.299099,0.000948,0.043856,"2024-09-26 14:02:12",NULL
3826882,"Images",0.258987,0.000879,0.042214,"2024-09-26 18:50:32",NULL
3822930,"Images",0.245336,0.000884,0.032990,"2024-09-26 17:37:16",NULL
3827157,"Images",0.239940,0.000961,0.040493,"2024-09-26 18:55:35",NULL
3822482,"Images",0.337466,0.000550,0.029776,"2024-09-26 17:28:59",NULL
3829282,"Images",0.278492,0.000896,0.045053,"2024-09-26 19:34:52",NULL
