"idobservation","nomedevice","tempo1","tempo2","tempo3","tempo4","tempo5","timestamp_column"
915223,"images",0.720746,1.066347,0.000028,0.248805,3.584201,"2024-09-26 15:41:51"
943546,"images",0.914438,1.163354,0.000029,0.242761,3.793653,"2024-09-26 22:18:23"
940037,"images",0.783423,1.163456,0.000030,0.244425,4.132395,"2024-09-26 21:27:26"
906593,"images",0.961383,1.413198,0.000031,0.242915,2.272343,"2024-09-26 13:40:46"
905971,"images",0.950771,1.062279,0.000031,0.248290,3.149851,"2024-09-26 13:31:22"
923221,"images",0.768898,1.269749,0.000027,0.244289,3.868536,"2024-09-26 17:34:04"
924172,"images",0.941202,1.059150,0.000031,0.250234,4.197702,"2024-09-26 17:47:58"
904162,"images",1.453604,0.850515,0.000031,0.250551,4.383908,"2024-09-26 13:08:17"
905186,"images",0.946742,1.182550,0.000030,0.249728,4.247185,"2024-09-26 13:20:10"
907971,"images",0.751179,1.182910,0.000028,0.246681,2.267215,"2024-09-26 14:01:08"
915965,"images",1.008071,1.063244,0.000032,0.248056,2.897300,"2024-09-26 15:52:51"
933980,"images",0.730452,1.288383,0.000026,0.253748,3.755445,"2024-09-26 20:02:25"
944095,"images",0.817952,1.070840,0.000028,0.260546,3.778664,"2024-09-26 22:24:04"
940975,"images",0.964332,1.102445,0.000031,0.250357,4.220339,"2024-09-26 21:39:29"
933176,"images",0.965341,1.305600,0.000031,0.243185,2.270486,"2024-09-26 19:50:20"
930452,"images",0.979091,1.419881,0.000033,0.248162,4.373389,"2024-09-26 19:13:52"
933788,"images",0.961886,1.161281,0.000032,0.264284,2.752864,"2024-09-26 19:59:39"
941627,"images",0.753536,1.156117,0.000032,0.248460,4.012947,"2024-09-26 21:49:06"
917383,"images",0.980816,1.789261,0.000032,0.247931,3.766308,"2024-09-26 16:10:37"
917827,"images",0.968198,1.380159,0.000031,0.242037,4.355554,"2024-09-26 16:17:01"
927826,"images",0.975481,1.315261,0.000032,0.250428,4.299717,"2024-09-26 18:38:40"
921237,"images",0.799406,1.501763,0.000027,0.244411,3.484593,"2024-09-26 17:04:43"
908131,"images",0.979231,1.190420,0.000032,0.247758,2.966756,"2024-09-26 14:03:32"
914993,"images",0.967470,1.307367,0.000032,0.247348,2.752781,"2024-09-26 15:39:10"
931430,"images",0.702399,1.188401,0.000029,0.248632,2.133299,"2024-09-26 19:28:06"
924832,"images",1.006686,1.194597,0.000030,0.244781,2.748783,"2024-09-26 17:54:17"
929882,"images",0.995250,1.181492,0.000032,0.252692,3.098973,"2024-09-26 19:06:14"
909817,"images",0.777622,1.065984,0.000028,0.243737,3.418834,"2024-09-26 14:24:35"
910136,"images",0.808826,1.054146,0.000027,0.245918,3.402787,"2024-09-26 14:30:14"
911276,"images",0.974648,1.410491,0.000032,0.248497,4.317144,"2024-09-26 14:46:58"
913514,"images",0.767085,0.824211,0.000029,0.246489,3.957504,"2024-09-26 15:16:09"
913335,"images",0.712235,0.861285,0.000027,0.238283,2.840472,"2024-09-26 15:13:37"
922794,"images",0.979501,1.771135,0.000033,0.247260,4.252026,"2024-09-26 17:27:54"
918816,"images",0.962555,0.710700,0.000032,0.249631,2.988453,"2024-09-26 16:31:13"
937456,"images",0.743247,1.186010,0.000028,0.251309,4.052220,"2024-09-26 20:50:29"
903355,"images",0.780535,1.286030,0.000027,0.256915,3.919322,"2024-09-26 12:56:28"
905097,"images",0.989179,1.310549,0.000040,0.245382,4.374645,"2024-09-26 13:19:26"
910826,"images",0.729004,1.285637,0.000031,0.243754,3.605072,"2024-09-26 14:40:17"
935634,"images",0.964468,1.447969,0.000032,0.249416,4.045434,"2024-09-26 20:27:24"
902905,"images",0.990785,1.334633,0.000032,0.251104,4.322472,"2024-09-26 12:49:24"
907649,"images",0.740339,1.208798,0.000029,0.246178,3.713086,"2024-09-26 13:56:31"
903459,"images",0.765886,1.411555,0.000027,0.246248,2.356880,"2024-09-26 12:57:57"
910658,"images",0.733455,0.817855,0.000028,0.247389,2.384454,"2024-09-26 14:37:12"
942794,"images",0.934142,0.838714,0.000030,0.260112,2.577071,"2024-09-26 22:07:52"
932455,"images",0.731607,1.057456,0.000025,0.256459,3.524436,"2024-09-26 19:40:13"
925245,"images",1.505194,1.069481,0.000030,0.243957,3.886650,"2024-09-26 18:00:32"
936642,"images",0.702727,1.056751,0.000025,0.243337,2.472419,"2024-09-26 20:38:48"
925179,"images",0.939971,1.179486,0.000029,0.249206,3.021841,"2024-09-26 17:59:24"
910014,"images",0.939048,0.838925,0.000033,0.246788,2.818897,"2024-09-26 14:27:41"
941708,"images",0.744539,1.604219,0.000027,0.240481,3.845318,"2024-09-26 21:50:31"
943044,"images",0.748880,0.705220,0.000028,0.252339,4.019065,"2024-09-26 22:11:01"
916881,"images",1.016449,1.429109,0.000032,0.253040,3.781901,"2024-09-26 16:02:33"
903012,"images",0.776802,1.156223,0.000027,0.242184,3.220203,"2024-09-26 12:51:15"
911781,"images",0.773834,1.182581,0.000029,0.246068,3.738755,"2024-09-26 14:54:12"
903374,"images",0.962496,1.176775,0.000033,0.248259,4.273896,"2024-09-26 12:57:00"
911483,"images",0.935236,0.822449,0.000030,0.362459,3.447089,"2024-09-26 14:49:43"
920667,"images",0.915832,0.830134,0.000030,0.252868,4.304890,"2024-09-26 16:55:35"
933390,"images",0.736242,1.048798,0.000027,0.240073,4.024877,"2024-09-26 19:53:44"
922679,"images",0.937724,0.820373,0.000031,0.259942,2.728473,"2024-09-26 17:26:13"
913760,"images",0.984433,0.819285,0.000033,0.241347,3.907646,"2024-09-26 15:20:19"
927158,"images",0.921902,0.828943,0.000033,0.244232,4.233186,"2024-09-26 18:28:32"
929078,"images",0.779026,1.159233,0.000031,0.247767,3.982302,"2024-09-26 18:53:16"
913699,"images",0.955727,0.848587,0.000032,0.243776,3.117535,"2024-09-26 15:19:51"
937652,"images",0.761012,1.157761,0.000028,0.254643,3.695291,"2024-09-26 20:53:19"
902745,"images",0.764624,1.314206,0.000027,0.244392,3.777729,"2024-09-26 12:47:34"
927166,"images",0.947214,1.297210,0.000030,0.248296,4.296136,"2024-09-26 18:28:50"
943157,"images",0.979600,1.055437,0.000030,0.254545,3.994859,"2024-09-26 22:12:12"
917956,"images",0.966012,1.205198,0.000032,0.250911,3.093868,"2024-09-26 16:18:56"
921128,"images",0.985371,1.174907,0.000031,0.243669,2.301361,"2024-09-26 17:02:30"
941239,"images",0.796065,1.158719,0.000027,0.246626,3.670218,"2024-09-26 21:43:12"
907828,"images",0.792618,1.508193,0.000028,0.244087,2.042685,"2024-09-26 13:58:52"
906779,"images",0.780097,1.168536,0.000026,0.243870,3.534525,"2024-09-26 13:43:22"
902234,"images",1.005803,1.066556,0.000034,0.254020,2.865565,"2024-09-26 12:39:48"
921379,"images",0.978176,1.183234,0.000031,0.248797,2.695719,"2024-09-26 17:06:08"
933211,"images",0.778946,1.287990,0.000027,0.247024,3.933932,"2024-09-26 19:51:09"
904228,"images",0.950758,1.202323,0.000030,0.245927,4.230828,"2024-09-26 13:09:05"
935876,"images",0.691422,1.282176,0.000028,0.252274,3.983748,"2024-09-26 20:30:20"
920712,"images",0.902684,1.430128,0.000031,0.248743,4.263902,"2024-09-26 16:56:10"
931795,"images",0.928628,1.190139,0.000031,0.260575,4.224561,"2024-09-26 19:34:46"
902952,"images",0.977827,1.183243,0.000033,0.248300,4.391225,"2024-09-26 12:50:03"
930867,"images",0.916484,0.810956,0.000034,0.246748,4.481005,"2024-09-26 19:20:17"
922113,"images",0.976442,1.300099,0.000032,0.277642,3.957143,"2024-09-26 17:16:31"
925192,"images",0.931771,1.188896,0.000030,0.249523,2.689859,"2024-09-26 17:59:50"
933946,"images",0.975691,1.200270,0.000036,0.243379,4.186900,"2024-09-26 20:02:40"
927007,"images",0.792385,1.047588,0.000027,0.246978,2.460469,"2024-09-26 18:26:14"
903204,"images",0.748405,1.308475,0.000031,0.290035,2.984118,"2024-09-26 12:53:41"
903469,"images",0.977063,0.835458,0.000030,0.248373,3.899954,"2024-09-26 12:58:20"
924122,"images",0.966422,1.524825,0.000033,0.251632,3.510453,"2024-09-26 17:47:42"
912682,"images",0.739664,1.177665,0.000028,0.247173,2.635568,"2024-09-26 15:06:09"
915511,"images",0.978102,1.073232,0.000031,0.243332,4.235809,"2024-09-26 15:45:56"
943183,"images",0.976519,0.943563,0.000032,0.245076,3.999382,"2024-09-26 22:13:00"
941939,"images",0.925681,1.170331,0.000032,0.246305,2.037313,"2024-09-26 21:54:00"
917168,"images",0.758052,1.180172,0.000029,0.242445,4.022056,"2024-09-26 16:07:00"
912418,"images",0.785944,1.289970,0.000052,0.245881,3.305070,"2024-09-26 15:03:18"
923137,"images",0.851058,1.078709,0.000027,0.245710,3.923614,"2024-09-26 17:32:49"
927530,"images",0.993064,1.406495,0.000031,0.248492,2.071762,"2024-09-26 18:34:20"
939077,"images",0.973183,1.251608,0.000031,0.250917,2.615199,"2024-09-26 21:14:47"
929605,"images",0.963506,1.188949,0.000033,0.249346,3.911213,"2024-09-26 19:01:12"
925311,"images",1.005930,1.431915,0.000032,0.249234,2.342115,"2024-09-26 18:01:06"
905550,"images",0.789810,1.275161,0.000029,0.243359,3.650568,"2024-09-26 13:25:53"
918808,"images",0.992818,1.197434,0.000031,0.245415,2.602043,"2024-09-26 16:31:08"
920008,"images",0.966936,1.284801,0.000030,0.251139,4.241471,"2024-09-26 16:48:52"
920383,"images",0.768665,1.047884,0.000028,0.249237,3.937893,"2024-09-26 16:53:40"
906221,"images",0.761419,1.173881,0.000026,0.245361,3.643860,"2024-09-26 13:34:53"
941184,"images",0.700043,0.922235,0.000086,0.249859,2.193443,"2024-09-26 21:43:06"
924775,"images",0.945646,0.845758,0.000031,0.249548,3.672791,"2024-09-26 17:53:42"
920023,"images",0.944467,1.293582,0.000031,0.247827,2.062597,"2024-09-26 16:49:12"
933828,"images",0.951649,1.285953,0.000031,0.250981,3.170041,"2024-09-26 20:00:50"
906589,"images",0.948381,1.269506,0.000031,0.244338,4.213767,"2024-09-26 13:40:41"
918491,"images",0.992191,1.175108,0.000032,0.244630,3.223437,"2024-09-26 16:27:16"
942394,"images",0.990959,1.178643,0.000032,0.246157,3.424674,"2024-09-26 22:01:43"
919149,"images",0.983067,1.183452,0.000031,0.252016,3.783178,"2024-09-26 16:36:30"
933444,"images",0.933591,1.170379,0.000028,0.243619,2.787873,"2024-09-26 19:54:50"
931536,"images",0.971027,0.834451,0.000049,0.249428,4.458594,"2024-09-26 19:29:58"
930637,"images",0.995642,1.096843,0.000033,0.250589,2.586752,"2024-09-26 19:16:30"
929878,"images",0.747485,1.288392,0.000029,0.291125,3.647740,"2024-09-26 19:06:05"
912731,"images",0.980558,1.302843,0.000032,0.245458,4.244068,"2024-09-26 15:06:22"
914152,"images",0.739034,1.290891,0.000062,0.253013,3.407908,"2024-09-26 15:26:16"
927335,"images",0.802063,1.062929,0.000028,0.244279,2.244559,"2024-09-26 18:31:11"
927789,"images",0.749668,1.277266,0.000074,0.242369,3.565669,"2024-09-26 18:38:24"
941362,"images",1.017495,1.431245,0.000031,0.248993,4.033965,"2024-09-26 21:45:39"
902487,"images",0.979237,1.157463,0.000030,0.245064,3.390835,"2024-09-26 12:44:04"
925760,"images",0.930013,0.834706,0.000032,0.248262,3.637232,"2024-09-26 18:07:19"
905751,"images",0.999227,1.278215,0.000030,0.243001,4.340450,"2024-09-26 13:28:26"
925731,"images",0.966240,1.169213,0.000041,0.245925,2.042321,"2024-09-26 18:07:46"
922058,"images",0.954477,1.304431,0.000031,0.249518,3.466096,"2024-09-26 17:16:11"
938673,"images",0.957865,1.293161,0.000030,0.246355,3.146029,"2024-09-26 21:08:52"
918884,"images",0.988204,1.316298,0.000031,0.245521,2.309939,"2024-09-26 16:32:55"
916858,"images",0.953550,0.822953,0.000064,0.242278,4.394494,"2024-09-26 16:01:58"
937087,"images",0.761202,1.158183,0.000028,0.252618,2.100531,"2024-09-26 20:45:21"
904224,"images",0.963680,1.179051,0.000032,0.251980,3.881199,"2024-09-26 13:08:56"
931508,"images",0.938992,1.409329,0.000031,0.257179,2.745237,"2024-09-26 19:29:12"
940635,"images",0.774075,1.155225,0.000028,0.244897,3.286752,"2024-09-26 21:34:30"
907884,"images",1.548763,1.081869,0.000033,0.253062,2.859955,"2024-09-26 14:00:18"
943036,"images",0.990753,1.209184,0.000032,0.243335,4.006110,"2024-09-26 22:10:54"
921313,"images",0.963209,1.191497,0.000034,0.244591,3.044661,"2024-09-26 17:05:16"
942993,"images",0.944003,0.936178,0.000032,0.247846,4.184134,"2024-09-26 22:10:33"
915586,"images",0.979601,0.815952,0.000030,0.246045,4.339597,"2024-09-26 15:47:42"
926575,"images",0.959020,1.280515,0.000031,0.245218,4.338239,"2024-09-26 18:20:41"
918975,"images",0.933398,0.724990,0.000031,0.243917,2.987161,"2024-09-26 16:34:01"
926606,"images",0.829592,1.169228,0.000026,0.245324,3.423950,"2024-09-26 18:20:00"
904017,"images",0.769668,1.155119,0.000029,0.246676,2.028064,"2024-09-26 13:05:34"
909196,"images",0.787005,1.161085,0.000032,0.246890,3.371930,"2024-09-26 14:15:32"
911857,"images",0.966154,0.959089,0.000032,0.249717,2.170309,"2024-09-26 14:55:10"
921381,"images",0.940483,0.817674,0.000033,0.245934,3.533565,"2024-09-26 17:06:14"
942911,"images",0.991133,1.073596,0.000032,0.242086,2.886571,"2024-09-26 22:08:37"
929473,"images",1.369813,1.181307,0.000026,0.257003,3.573678,"2024-09-26 18:59:10"
907371,"images",0.969887,1.258478,0.000033,0.249579,3.914611,"2024-09-26 13:52:24"
919082,"images",0.948871,1.184176,0.000030,0.256247,2.537771,"2024-09-26 16:35:55"
913060,"images",0.743533,1.174813,0.000029,0.265835,3.968831,"2024-09-26 15:09:37"
904751,"images",0.965630,1.194574,0.000038,0.246964,2.089566,"2024-09-26 13:16:47"
910566,"images",0.970848,1.060797,0.000031,0.247449,2.874115,"2024-09-26 14:36:06"
918543,"images",0.976689,1.146932,0.000033,0.254695,4.251001,"2024-09-26 16:28:07"
925003,"images",0.989291,1.061571,0.000033,0.246432,3.815449,"2024-09-26 17:56:25"
906637,"images",0.752646,0.992144,0.000051,0.361456,3.524201,"2024-09-26 13:41:44"
930000,"images",0.736027,1.052643,0.000031,0.243626,3.937809,"2024-09-26 19:08:02"
928087,"images",0.814618,1.170062,0.000028,0.252412,4.121199,"2024-09-26 18:42:25"
935643,"images",0.943847,1.203370,0.000031,0.274795,3.609630,"2024-09-26 20:27:45"
913334,"images",0.750985,1.199608,0.000052,0.245510,1.899699,"2024-09-26 15:13:35"
928055,"images",0.957200,0.705287,0.000032,0.248369,4.372853,"2024-09-26 18:41:22"
941831,"images",0.964661,1.063550,0.000031,0.247390,4.198139,"2024-09-26 21:52:41"
935807,"images",0.933862,0.707040,0.000031,0.246667,4.229474,"2024-09-26 20:29:36"
936961,"images",0.782646,1.275943,0.000050,0.242397,3.212939,"2024-09-26 20:42:34"
918454,"images",0.921752,0.835147,0.000031,0.246533,2.668941,"2024-09-26 16:26:22"
917507,"images",0.959882,0.810299,0.000034,0.275847,3.569660,"2024-09-26 16:12:05"
919835,"images",0.927876,0.828807,0.000032,0.255820,4.301565,"2024-09-26 16:47:03"
911930,"images",1.091514,1.210091,0.000032,0.245461,4.268628,"2024-09-26 14:56:55"
929456,"images",0.806763,1.167337,0.000030,0.248218,4.140943,"2024-09-26 18:58:41"
943311,"images",0.969258,1.348474,0.000031,0.245416,4.126876,"2024-09-26 22:14:43"
916205,"images",0.797375,1.200170,0.000049,0.246733,3.947988,"2024-09-26 15:55:54"
927299,"images",0.966342,1.055782,0.000032,0.257704,4.443805,"2024-09-26 18:31:17"
923396,"images",0.959598,1.074718,0.000032,0.253533,2.699498,"2024-09-26 17:36:49"
925675,"images",0.975344,1.348719,0.000056,0.248528,3.872787,"2024-09-26 18:06:38"
914571,"images",0.967567,1.066522,0.000032,0.246828,3.102505,"2024-09-26 15:32:19"
941368,"images",0.983100,1.183767,0.000033,0.252066,3.100548,"2024-09-26 21:45:48"
914796,"images",0.741862,1.381950,0.000058,0.245204,3.961655,"2024-09-26 15:36:14"
941833,"images",0.970645,1.071437,0.000032,0.243592,2.263942,"2024-09-26 21:52:41"
943650,"images",0.980497,1.299592,0.000031,0.250651,4.036747,"2024-09-26 22:19:55"
944841,"images",0.979099,0.937940,0.000030,0.250361,3.606259,"2024-09-26 22:34:20"
921490,"images",0.968422,0.811577,0.000032,0.245081,4.507513,"2024-09-26 17:07:51"
920215,"images",0.989158,1.842898,0.000030,0.247332,2.406832,"2024-09-26 16:51:51"
915909,"images",0.747974,1.169847,0.000027,0.254032,2.936749,"2024-09-26 15:51:27"
935445,"images",0.716991,0.817910,0.000026,0.242225,3.202061,"2024-09-26 20:24:27"
944860,"images",0.784811,1.273395,0.000075,0.246678,1.816026,"2024-09-26 22:33:42"
944285,"images",0.938754,1.565838,0.000029,0.257781,3.948779,"2024-09-26 22:25:35"
942742,"images",0.782367,1.510403,0.000027,0.245374,3.782339,"2024-09-26 22:06:11"
937435,"images",0.941406,1.166855,0.000042,0.249527,4.066095,"2024-09-26 20:49:48"
934685,"images",0.728483,0.810831,0.000028,0.241449,2.121030,"2024-09-26 20:12:50"
944790,"images",0.980958,1.313505,0.000032,0.248986,3.102854,"2024-09-26 22:32:46"
920622,"images",1.100141,1.527808,0.000033,0.269581,4.027682,"2024-09-26 16:55:20"
905722,"images",0.730809,0.919167,0.000026,0.248213,2.148372,"2024-09-26 13:27:41"
942903,"images",0.754115,1.041269,0.000054,0.249559,3.575979,"2024-09-26 22:08:13"
918101,"images",0.956507,1.416356,0.000031,0.252263,2.259228,"2024-09-26 16:21:49"
914039,"images",0.984536,1.179313,0.000032,0.242711,2.608054,"2024-09-26 15:24:28"
903580,"images",0.750628,1.509166,0.000028,0.245010,2.717354,"2024-09-26 12:59:47"
926436,"images",0.971908,1.190097,0.000032,0.247455,2.706269,"2024-09-26 18:17:42"
932696,"images",1.011126,1.070219,0.000031,0.243284,2.948739,"2024-09-26 19:43:42"
904547,"images",0.965061,1.291220,0.000031,0.251137,4.016926,"2024-09-26 13:14:24"
908723,"images",0.981161,1.453897,0.000045,0.244858,4.304548,"2024-09-26 14:10:51"
915035,"images",0.783082,1.172004,0.000031,0.248303,2.645241,"2024-09-26 15:39:12"
934556,"images",0.761596,1.734374,0.000028,0.250937,4.107106,"2024-09-26 20:10:23"
932657,"images",0.980404,1.341487,0.000031,0.253009,4.240064,"2024-09-26 19:42:37"
933113,"images",1.000773,1.259397,0.000031,0.249275,3.985123,"2024-09-26 19:49:28"
910665,"images",0.750971,1.046919,0.000028,0.249313,2.718641,"2024-09-26 14:37:28"
934931,"images",0.971468,1.187262,0.000031,0.250174,4.365992,"2024-09-26 20:16:51"
914914,"images",0.969588,1.056058,0.000033,0.247838,4.246948,"2024-09-26 15:37:12"
931723,"images",0.716290,0.808851,0.000029,0.244112,3.885430,"2024-09-26 19:32:45"
931130,"images",0.871017,0.819697,0.000045,0.243941,4.042632,"2024-09-26 19:24:16"
941665,"images",0.934876,1.228059,0.000029,0.253238,3.543286,"2024-09-26 21:49:51"
931917,"images",0.967890,1.309869,0.000030,0.246870,4.187814,"2024-09-26 19:35:15"
903254,"images",0.970884,1.067823,0.000032,0.249280,3.267997,"2024-09-26 12:54:53"
913095,"images",0.782407,1.200794,0.000030,0.249537,3.291250,"2024-09-26 15:10:38"
913316,"images",0.956525,1.314029,0.000032,0.246270,2.639013,"2024-09-26 15:13:01"
939733,"images",0.951330,1.096792,0.000033,0.247935,2.696150,"2024-09-26 21:24:39"
910341,"images",0.992632,1.185203,0.000030,0.242256,4.235667,"2024-09-26 14:33:19"
908446,"images",0.733543,1.253531,0.000031,0.243942,4.011980,"2024-09-26 14:08:36"
903754,"images",0.991459,1.729993,0.000030,0.249698,4.422003,"2024-09-26 13:02:00"
922689,"images",0.766162,1.272415,0.000027,0.243710,3.293300,"2024-09-26 17:26:45"
911599,"images",0.748587,1.045125,0.000028,0.242463,2.840801,"2024-09-26 14:51:43"
903178,"images",0.963086,1.346812,0.000032,0.244065,2.976796,"2024-09-26 12:54:11"
926542,"images",0.976915,1.273249,0.000034,0.245476,3.044305,"2024-09-26 18:19:24"
937279,"images",0.755858,1.156870,0.000027,0.239342,4.339073,"2024-09-26 20:48:03"
943306,"images",0.772541,1.306945,0.000069,0.246335,3.176751,"2024-09-26 22:14:35"
902748,"images",0.970795,1.173670,0.000033,0.245479,2.714790,"2024-09-26 12:47:40"
906421,"images",0.937239,1.294690,0.000032,0.247322,4.183436,"2024-09-26 13:37:57"
944130,"images",0.921978,1.301134,0.000034,0.251209,2.338854,"2024-09-26 22:24:20"
927673,"images",0.949554,0.836532,0.000031,0.249606,3.940178,"2024-09-26 18:36:13"
934180,"images",0.720775,0.808296,0.000025,0.241357,2.976692,"2024-09-26 20:05:17"
912105,"images",0.967069,0.829808,0.000034,0.252709,3.531945,"2024-09-26 14:58:52"
902944,"images",0.981784,1.301809,0.000031,0.244365,3.036311,"2024-09-26 12:50:38"
913513,"images",0.823541,1.177523,0.000043,0.246432,3.688856,"2024-09-26 15:16:07"
931464,"images",0.781271,1.047858,0.000030,0.245137,4.059018,"2024-09-26 19:29:10"
922866,"images",0.968218,1.415654,0.000031,0.243256,4.265857,"2024-09-26 17:28:31"
917662,"images",1.012382,1.423438,0.000032,0.245996,4.250890,"2024-09-26 16:14:54"
909552,"images",0.744506,0.814528,0.000030,0.257072,2.811528,"2024-09-26 14:20:14"
938596,"images",0.938472,1.664119,0.000030,0.251860,3.832138,"2024-09-26 21:08:15"
912115,"images",1.009045,1.305111,0.000030,0.246911,4.290160,"2024-09-26 14:59:19"
906812,"images",0.950733,0.816701,0.000031,0.256711,3.890706,"2024-09-26 13:43:59"
926833,"images",0.767586,1.188183,0.000029,0.245181,4.120788,"2024-09-26 18:24:10"
905429,"images",0.936890,0.819441,0.000032,0.249226,2.162853,"2024-09-26 13:23:22"
937804,"images",0.777308,1.172955,0.000030,0.244768,4.045700,"2024-09-26 20:54:58"
927991,"images",0.970560,1.173360,0.000033,0.248928,3.379333,"2024-09-26 18:40:56"
921820,"images",0.962390,1.173375,0.000032,0.251778,2.790799,"2024-09-26 17:12:40"
915996,"images",0.975079,1.520012,0.000033,0.248883,3.565325,"2024-09-26 15:53:52"
914959,"images",1.490547,0.831041,0.000032,0.258355,4.358608,"2024-09-26 15:37:52"
933644,"images",0.957729,1.892051,0.000032,0.258652,4.156561,"2024-09-26 19:57:59"
922213,"images",0.991819,1.309338,0.000033,0.246906,3.080139,"2024-09-26 17:18:29"
907850,"images",0.968515,1.188304,0.000031,0.276559,4.408519,"2024-09-26 13:59:41"
943437,"images",0.770919,1.171098,0.000029,0.241359,2.825434,"2024-09-26 22:16:47"
915208,"images",0.765368,1.164938,0.000027,0.244904,2.486430,"2024-09-26 15:41:16"
911797,"images",0.729351,1.278635,0.000026,0.258024,2.944464,"2024-09-26 14:54:53"
924016,"images",0.736884,1.156899,0.000028,0.246490,2.366189,"2024-09-26 17:46:15"
902575,"images",0.926264,1.178025,0.000030,0.245781,2.609539,"2024-09-26 12:45:34"
926205,"images",0.935221,1.511087,0.000031,0.246503,3.681725,"2024-09-26 18:14:15"
909772,"images",0.714212,0.813266,0.000030,0.304584,3.951724,"2024-09-26 14:23:49"
906946,"images",0.961990,1.202290,0.000031,0.244047,4.286830,"2024-09-26 13:46:00"
903996,"images",0.764829,1.060433,0.000030,0.241002,2.044013,"2024-09-26 13:06:23"
914239,"images",0.953173,1.181037,0.000031,0.251049,3.468398,"2024-09-26 15:27:09"
902718,"images",0.987950,1.189938,0.000032,0.245180,4.293222,"2024-09-26 12:46:38"
909511,"images",0.753803,1.205263,0.000026,0.245061,3.249593,"2024-09-26 14:20:17"
903587,"images",0.956443,1.208633,0.000032,0.247285,4.367470,"2024-09-26 13:00:04"
921786,"images",1.005984,2.015623,0.000061,0.244210,4.242639,"2024-09-26 17:12:22"
926574,"images",0.967965,1.176532,0.000055,0.260137,4.056755,"2024-09-26 18:20:38"
920343,"images",1.515488,1.288127,0.000031,0.241691,2.293687,"2024-09-26 16:53:10"
906304,"images",0.950800,0.835895,0.000032,0.245852,4.295393,"2024-09-26 13:36:02"
935205,"images",0.948290,1.279208,0.000032,0.242925,4.207837,"2024-09-26 20:20:46"
911911,"images",0.769022,1.180357,0.000049,0.243974,3.480411,"2024-09-26 14:56:08"
911442,"images",0.697211,0.812362,0.000027,0.243359,3.937830,"2024-09-26 14:50:01"
917445,"images",0.940213,0.818286,0.000032,0.250383,4.288022,"2024-09-26 16:11:40"
923425,"images",0.947476,1.193473,0.000030,0.248264,4.261304,"2024-09-26 17:36:42"
922831,"images",1.497071,1.305366,0.000031,0.251397,4.233804,"2024-09-26 17:28:08"
908733,"images",0.760766,1.398992,0.000028,0.245114,2.893109,"2024-09-26 14:11:00"
930015,"images",0.966784,1.311903,0.000032,0.245743,3.879590,"2024-09-26 19:07:00"
922528,"images",0.959716,1.223023,0.000032,0.254337,4.271393,"2024-09-26 17:23:30"
906730,"images",0.750453,1.180764,0.000031,0.244155,3.927700,"2024-09-26 13:42:46"
922788,"images",0.942276,0.944852,0.000031,0.253981,3.621436,"2024-09-26 17:27:41"
907090,"images",0.946398,0.818500,0.000031,0.256732,3.871071,"2024-09-26 13:49:03"
907559,"images",0.931054,0.822915,0.000031,0.243015,4.284913,"2024-09-26 13:55:02"
943106,"images",0.966722,1.306709,0.000032,0.246839,2.731651,"2024-09-26 22:11:09"
916348,"images",0.941764,0.817202,0.000031,0.246621,2.556476,"2024-09-26 15:58:08"
930141,"images",0.954700,1.070565,0.000031,0.252497,4.434864,"2024-09-26 19:09:21"
